CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio
712701333,53,M,3,High School,Married,$60K - $80K,Blue,3,5264,2169,1219,0.412
709494483,63,F,0,Unknown,Married,Less than $40K,Blue,2,2420,1912,1730,0.79
773373108,49,F,4,High School,Married,Less than $40K,Blue,2,2826,2070,1025,0.732
715812258,45,M,2,High School,Married,$80K - $120K,Blue,5,12518,1539,1165,0.123
778286433,67,M,0,Graduate,Married,$40K - $60K,Blue,2,5876,1297,2133,0.221
789270033,48,M,3,Graduate,Single,$80K - $120K,Silver,2,34516,0,1122,0
711569433,51,F,2,Uneducated,Divorced,Less than $40K,Blue,1,9648,1926,1083,0.2
720214833,52,M,2,High School,Single,$80K - $120K,Silver,3,34516,2177,1234,0.063
709346133,55,F,2,Uneducated,Married,Unknown,Blue,3,3025,2376,1277,0.785
788194458,34,M,3,High School,Married,$60K - $80K,Blue,3,3265,2517,1843,0.771
720779733,56,M,1,Uneducated,Married,$120K +,Blue,2,6041,1355,1747,0.224
717424458,44,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2293,1823,1166,0.795
708820308,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,2,13399,2505,1326,0.187
710558058,46,F,3,Unknown,Married,Less than $40K,Blue,3,4317,2517,1619,0.583
770590758,43,F,3,Graduate,Single,$40K - $60K,Blue,2,3378,1069,1285,0.316
718490658,50,F,1,Graduate,Single,Less than $40K,Blue,1,5012,2242,1142,0.447
711985833,38,F,4,Uneducated,Single,Less than $40K,Blue,1,2569,1605,1190,0.625
708967608,53,F,1,Graduate,Single,Less than $40K,Blue,1,3471,1785,1052,0.514
718505958,43,M,5,Graduate,Divorced,$120K +,Silver,3,34516,1699,1628,0.049
715024233,53,M,1,High School,Married,$120K +,Blue,3,3312,1844,1740,0.557
779249583,56,F,1,Graduate,Married,Less than $40K,Blue,3,2578,2462,1378,0.955
709278258,54,M,2,Unknown,Married,$40K - $60K,Blue,3,2902,2517,996,0.867
778928283,57,F,3,High School,Married,Less than $40K,Blue,2,2742,2321,1389,0.846
712299858,62,M,1,High School,Married,Less than $40K,Blue,3,2077,1571,1365,0.756
799224108,46,F,4,Graduate,Single,Less than $40K,Blue,1,6265,1942,1715,0.31
809976033,49,M,2,Uneducated,Married,$60K - $80K,Blue,3,7819,1560,1582,0.2
716203308,52,M,3,Graduate,Single,$80K - $120K,Blue,3,2731,1692,1220,0.62
714871683,58,M,1,Uneducated,Married,$40K - $60K,Blue,4,1438.3,537,715,0.373
716139933,54,M,0,High School,Married,$80K - $120K,Blue,1,16286,1710,2552,0.105
716984658,49,M,1,Graduate,Married,$120K +,Blue,2,34516,0,1106,0
713086008,58,F,3,High School,Married,Less than $40K,Blue,1,2609,2439,1731,0.935
713773458,52,M,2,High School,Single,$60K - $80K,Blue,3,7567,1173,1435,0.155
719242533,41,M,5,High School,Married,$60K - $80K,Blue,3,22770,2517,1882,0.111
772712658,62,F,0,Uneducated,Married,Less than $40K,Blue,1,3791,1648,2058,0.435
788868858,54,M,2,Graduate,Married,Less than $40K,Blue,4,2702,2517,1658,0.932
811898133,40,F,3,High School,Divorced,Less than $40K,Blue,1,2555,2117,1334,0.829
788808633,43,M,3,Graduate,Married,$80K - $120K,Blue,3,2355,1090,1441,0.463
779804208,53,F,2,Graduate,Single,$40K - $60K,Blue,2,5332,0,1371,0
781391058,55,M,1,Uneducated,Single,$40K - $60K,Blue,3,1443,1375,1991,0.953
790134408,46,M,4,Graduate,Single,$60K - $80K,Blue,2,10741,755,1278,0.07
788853258,41,M,1,Uneducated,Married,$60K - $80K,Blue,2,7984,1503,1734,0.188
711857733,49,M,3,Uneducated,Single,$60K - $80K,Blue,2,18584,2517,1330,0.135
822969858,61,F,0,Graduate,Married,Unknown,Blue,1,5585,1465,1787,0.262
719554758,46,M,2,Uneducated,Married,$80K - $120K,Blue,3,34516,2165,1672,0.063
711643458,50,F,1,Uneducated,Married,Less than $40K,Blue,3,1438.3,0,1439,0
788830683,40,M,2,Graduate,Single,$80K - $120K,Blue,1,2478,2031,1558,0.82
807030858,51,M,4,High School,Single,$120K +,Blue,3,34516,2274,1795,0.066
793059108,50,F,2,Graduate,Married,$40K - $60K,Blue,2,2339,1440,893,0.616
716568708,47,F,2,Graduate,Married,Less than $40K,Blue,3,2726,0,1099,0
828281733,43,M,4,Unknown,Married,$120K +,Blue,3,14881,848,1408,0.057
717229158,36,F,4,Graduate,Married,$40K - $60K,Blue,3,1628,969,1893,0.595
715915458,47,F,2,Graduate,Married,Less than $40K,Blue,2,3156,1644,1151,0.521
819129858,46,F,2,Graduate,Single,Less than $40K,Blue,3,4745,1270,1519,0.268
713441958,46,M,2,High School,Married,$120K +,Blue,3,19727,1785,1245,0.09
719091333,52,M,0,Uneducated,Married,$60K - $80K,Blue,3,22720,793,1102,0.035
708666258,43,M,4,Unknown,Married,$40K - $60K,Blue,3,8129,1799,1402,0.221
714914583,40,F,4,Graduate,Single,Less than $40K,Blue,2,3751,1521,1060,0.405
714363858,54,F,4,High School,Married,Less than $40K,Blue,5,1594,1411,1459,0.885
721347408,55,F,1,High School,Single,Less than $40K,Blue,2,2569,1403,1456,0.546
809608533,49,F,4,Post-Graduate,Single,Unknown,Blue,3,18206,1586,1439,0.087
772047183,45,M,4,High School,Married,$40K - $60K,Blue,3,3104,1766,1353,0.569
714217908,49,M,3,Graduate,Married,$40K - $60K,Blue,3,2406,1560,1173,0.648
714819183,63,M,1,Uneducated,Married,$80K - $120K,Blue,2,24571,1955,1746,0.08
716455683,40,F,3,High School,Single,Less than $40K,Gold,2,15534,726,1279,0.047
710865633,41,F,2,Graduate,Married,Less than $40K,Silver,2,12301,2250,1307,0.183
752952108,37,M,4,Graduate,Married,$80K - $120K,Blue,2,2846,1818,1473,0.639
712595433,58,M,2,Uneducated,Unknown,$120K +,Blue,2,9788,1794,1805,0.183
714982383,55,M,2,High School,Married,$60K - $80K,Blue,3,7231,2381,1421,0.329
813814008,53,F,1,High School,Married,Less than $40K,Blue,3,2324,1576,1272,0.678
794545983,57,M,2,Graduate,Married,$80K - $120K,Blue,2,12208,1980,1409,0.162
708288108,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,5,5639,1547,647,0.274
715585158,58,M,1,Graduate,Married,$60K - $80K,Blue,3,10021,1617,1275,0.161
810449883,64,M,0,Unknown,Married,Less than $40K,Blue,1,2215,1915,1270,0.865
789863208,54,F,2,Graduate,Married,Less than $40K,Blue,2,2027,1480,1702,0.73
715022133,53,M,2,Graduate,Married,$60K - $80K,Blue,2,6363,1162,1256,0.183
712506708,39,F,3,College,Single,Less than $40K,Blue,1,3920,2008,3178,0.512
715699983,56,M,3,High School,Married,$60K - $80K,Blue,1,9226,1233,1626,0.134
818942433,54,F,4,Unknown,Divorced,Less than $40K,Blue,1,9376,1288,1562,0.137
712459233,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,3,1944,1346,1960,0.692
716545383,42,M,3,Uneducated,Single,$40K - $60K,Blue,1,9599,1554,1154,0.162
721144383,42,M,4,Graduate,Married,$60K - $80K,Silver,1,28202,843,1629,0.03
821837958,43,M,3,College,Unknown,$80K - $120K,Blue,3,24850,1662,1226,0.067
804359133,55,M,0,High School,Married,$120K +,Blue,3,3805,2233,1743,0.587
713308683,52,M,1,Uneducated,Single,$80K - $120K,Blue,2,2733,1306,1139,0.478
788780958,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,3,12781,1253,1073,0.098
717354558,57,M,2,Uneducated,Married,$120K +,Blue,3,3106,1120,683,0.361
798473808,48,M,3,College,Married,$80K - $120K,Blue,3,7477,0,1159,0
712372158,45,M,4,Unknown,Married,$120K +,Blue,1,34516,2086,1859,0.06
715192308,48,M,2,High School,Married,$120K +,Blue,5,29963,2094,1205,0.07
708813033,47,M,1,Graduate,Single,$40K - $60K,Blue,3,6509,2033,1409,0.312
714639783,42,M,3,College,Married,$60K - $80K,Blue,3,13450,0,1000,0
709311633,41,M,2,Graduate,Unknown,$60K - $80K,Silver,2,27000,0,1209,0
709470858,51,M,4,College,Married,$120K +,Silver,2,34516,1254,1366,0.036
717292758,55,F,2,Graduate,Single,Less than $40K,Blue,3,6347,0,1161,0
779241783,67,M,1,Uneducated,Married,$40K - $60K,Blue,3,3106,1675,1512,0.539
715205358,39,M,1,Graduate,Married,$60K - $80K,Blue,1,2536,913,1750,0.36
778871508,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,3,13048,1954,1170,0.15
779462433,55,F,2,Unknown,Married,Less than $40K,Blue,3,2453,968,2218,0.395
710147958,47,M,3,High School,Married,$40K - $60K,Silver,2,16138,1249,1198,0.077
709864833,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,2,8077,1965,1329,0.243
778868958,42,F,2,Graduate,Married,Less than $40K,Blue,3,1929,1673,857,0.867
717276708,57,M,2,Unknown,Single,$80K - $120K,Blue,3,3127,2517,1470,0.805
710004933,44,M,5,Uneducated,Married,$60K - $80K,Blue,3,8645,1454,1435,0.168
753606108,56,M,3,Unknown,Single,$60K - $80K,Blue,1,1438.3,0,1093,0
710940183,49,F,3,Graduate,Married,Less than $40K,Blue,3,2185,0,715,0
718927533,45,M,3,Graduate,Single,$80K - $120K,Blue,2,24487,2517,1512,0.103
719337408,63,M,0,High School,Married,$60K - $80K,Blue,2,2567,0,2399,0
772308408,44,M,3,Graduate,Single,$80K - $120K,Blue,3,4131,785,906,0.19
712981383,44,F,4,College,Married,Less than $40K,Silver,2,10790,1930,1052,0.179
790099758,40,M,3,High School,Married,$40K - $60K,Blue,3,6884,1001,975,0.145
709547658,39,M,2,Uneducated,Single,$60K - $80K,Blue,3,13961,1299,783,0.093
778770783,42,M,4,High School,Married,$80K - $120K,Blue,1,29801,1916,990,0.064
713134458,54,M,3,High School,Married,$120K +,Blue,1,13219,0,1097,0
712159083,58,F,4,Unknown,Married,Less than $40K,Blue,3,2536,0,901,0
713639958,46,F,4,Graduate,Divorced,Less than $40K,Blue,3,9478,820,1327,0.087
771180033,47,F,4,Unknown,Divorced,$40K - $60K,Blue,1,3502,1851,1814,0.529
717916758,67,F,0,Unknown,Married,Unknown,Blue,3,10509,2388,1365,0.227
711089733,50,F,2,College,Divorced,Less than $40K,Blue,3,1491,0,1058,0
716988633,55,M,0,High School,Divorced,$60K - $80K,Blue,1,9734,0,1476,0
779031033,46,F,2,Graduate,Married,$40K - $60K,Blue,1,2305,1627,1230,0.706
716302383,47,F,4,Uneducated,Married,$40K - $60K,Blue,1,14241,2081,1581,0.146
718281408,36,F,2,Unknown,Married,$40K - $60K,Blue,1,4789,1257,1534,0.262
721333233,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,2,23138,1727,1612,0.075
794496033,57,M,2,Unknown,Single,$80K - $120K,Blue,1,23008,2280,1302,0.099
710519433,48,M,1,Unknown,Divorced,$80K - $120K,Blue,1,3131,2517,1439,0.804
814995933,58,F,3,Graduate,Married,Less than $40K,Blue,3,5798,1794,1724,0.309
721469433,48,M,3,Graduate,Single,$40K - $60K,Blue,2,6880,1390,1784,0.202
788386908,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,2,34516,1531,1156,0.044
717198633,53,F,2,College,Married,$40K - $60K,Blue,2,2075,1469,2556,0.708
767695083,50,M,2,Graduate,Married,$80K - $120K,Blue,3,4589,0,1590,0
711791583,52,F,1,Graduate,Single,Less than $40K,Blue,2,2317,0,884,0
712315683,53,F,2,Uneducated,Single,Less than $40K,Blue,1,1981,1518,973,0.766
710038008,56,F,1,Graduate,Single,$40K - $60K,Blue,2,6038,0,1447,0
789129033,44,M,5,Unknown,Single,$80K - $120K,Blue,3,14910,877,1150,0.059
718349058,49,M,3,High School,Married,$80K - $120K,Blue,3,29659,1143,1193,0.039
789842283,54,M,2,Graduate,Married,$60K - $80K,Blue,3,4320,0,706,0
714513033,39,F,1,Unknown,Single,$40K - $60K,Blue,1,11213,0,1257,0
714717483,39,F,3,Uneducated,Divorced,Unknown,Blue,1,26181,0,1303,0
714900408,41,F,4,High School,Single,Less than $40K,Blue,1,5773,0,1306,0
719418933,53,M,2,Uneducated,Married,$80K - $120K,Blue,3,4503,0,748,0
720115683,47,M,3,Uneducated,Married,$80K - $120K,Blue,2,29770,1565,1774,0.053
779504058,46,F,2,Post-Graduate,Married,Less than $40K,Blue,1,5014,1910,1209,0.381
795979833,53,F,1,High School,Married,Less than $40K,Blue,1,3445,1074,1074,0.312
717392358,60,M,1,Graduate,Married,$80K - $120K,Blue,2,23412,1078,1786,0.046
718640508,59,F,0,Graduate,Single,Less than $40K,Blue,1,3044,1611,1456,0.529
803366358,38,M,1,Unknown,Single,$60K - $80K,Blue,2,14596,2192,1300,0.15
709230708,56,M,4,Uneducated,Single,Less than $40K,Blue,2,3864,1654,1470,0.428
781794708,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,1,17030,1911,715,0.112
801383808,50,M,3,Graduate,Single,$60K - $80K,Blue,2,23090,839,1198,0.036
710677608,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,2,29205,1208,1556,0.041
708217758,63,M,2,Graduate,Married,$60K - $80K,Blue,2,14035,2061,1606,0.147
714272658,43,F,2,Uneducated,Single,Less than $40K,Blue,3,2962,2517,929,0.85
717469158,46,M,2,Unknown,Married,$80K - $120K,Blue,3,18578,1385,1606,0.075
711864783,61,M,1,Uneducated,Single,$60K - $80K,Blue,3,2201,1138,1199,0.517
719407983,37,F,0,Post-Graduate,Married,Less than $40K,Blue,3,2061,1483,2400,0.72
710665533,42,F,5,Doctorate,Married,Unknown,Blue,2,24602,1660,1337,0.067
716804283,41,M,2,Uneducated,Divorced,$120K +,Blue,2,15911,896,1270,0.056
767294658,56,M,2,College,Single,$120K +,Blue,2,16867,0,654,0
709122483,56,M,3,Graduate,Married,$60K - $80K,Blue,3,2783,1526,1909,0.548
708241233,52,F,3,Post-Graduate,Single,Less than $40K,Blue,3,2972,0,922,0
717860358,40,F,3,High School,Single,$40K - $60K,Blue,3,5124,2235,1158,0.436
789337233,63,M,1,Graduate,Married,$40K - $60K,Blue,6,2880,2362,1323,0.82
720902133,58,M,1,High School,Single,$40K - $60K,Blue,1,5579,0,1025,0
721043058,58,M,4,Unknown,Married,$60K - $80K,Blue,1,12010,2149,1700,0.179
711870333,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,3,34516,1597,1628,0.046
708398283,37,F,1,Graduate,Married,$40K - $60K,Blue,2,4394,885,1377,0.201
715878183,46,M,4,Graduate,Single,$80K - $120K,Blue,3,18325,723,1517,0.039
719451483,46,F,4,Post-Graduate,Married,Less than $40K,Blue,3,3773,1972,1528,0.523
709110633,41,M,1,Graduate,Single,$80K - $120K,Blue,1,21684,1748,1329,0.081
721059033,48,F,3,High School,Divorced,$40K - $60K,Blue,1,1919,774,1505,0.403
779912283,49,F,3,Graduate,Single,$40K - $60K,Blue,3,9995,1713,1172,0.171
717701733,44,M,2,Graduate,Married,$80K - $120K,Blue,2,11910,2098,1646,0.176
709913733,39,F,3,College,Married,Less than $40K,Blue,2,2279,1529,1693,0.671
718768158,57,M,1,College,Single,$40K - $60K,Blue,1,3539,0,1336,0
721375308,48,M,3,High School,Married,$80K - $120K,Blue,1,30579,1351,1289,0.044
711374283,47,M,3,High School,Single,$80K - $120K,Blue,1,24480,1923,1416,0.079
822893133,56,F,1,Uneducated,Divorced,Unknown,Blue,1,17561,0,1608,0
778465533,54,F,0,College,Married,Less than $40K,Blue,1,1638,0,1885,0
712138983,54,M,1,Graduate,Married,$60K - $80K,Blue,3,2947,2216,1744,0.752
716920908,52,M,4,High School,Married,$80K - $120K,Blue,1,5738,1112,1922,0.194
708095133,43,M,4,Unknown,Unknown,$120K +,Blue,2,33304,1833,1448,0.055
711195558,59,M,1,College,Single,$40K - $60K,Blue,3,7251,1603,1300,0.221
772735758,44,M,1,Unknown,Married,Unknown,Blue,2,2885,1895,1366,0.657
712024908,56,F,1,College,Married,Less than $40K,Blue,2,2641,1257,1439,0.476
778239933,45,F,4,Graduate,Married,Unknown,Blue,3,2801,2043,1241,0.729
714893733,55,M,1,High School,Married,$80K - $120K,Blue,3,16794,809,1917,0.048
754886958,48,F,3,College,Divorced,$40K - $60K,Blue,1,9336,1672,1391,0.179
710104908,56,F,5,College,Single,Less than $40K,Blue,1,2763,2517,1246,0.911
710558883,41,M,3,Uneducated,Married,$60K - $80K,Blue,3,17391,1044,1248,0.06
713827383,65,F,1,High School,Married,Less than $40K,Blue,2,3198,2493,1936,0.78
720267033,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,3,5100,1786,2375,0.35
712049208,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,1,3955,2517,1238,0.636
708688608,62,F,1,High School,Married,Less than $40K,Blue,3,3140,1985,1626,0.632
716223708,45,F,3,Uneducated,Single,Unknown,Blue,3,4028,710,791,0.176
713217858,38,F,2,Uneducated,Single,Less than $40K,Blue,3,2264,0,1204,0
819352983,49,M,3,Unknown,Unknown,$120K +,Blue,2,21620,2008,1300,0.093
711019308,58,M,2,High School,Single,$60K - $80K,Blue,2,6385,1535,1612,0.24
768600558,41,F,4,Graduate,Single,$40K - $60K,Blue,2,2375,1658,1071,0.698
710202783,33,M,2,Graduate,Married,$60K - $80K,Blue,3,1963,1721,1378,0.877
712899333,47,F,4,College,Single,Less than $40K,Blue,2,4256,1084,1100,0.255
767036433,56,F,1,Graduate,Married,Less than $40K,Blue,1,5097,1152,2052,0.226
793473033,51,M,1,Graduate,Single,$60K - $80K,Blue,2,3228,2517,1349,0.78
721232058,49,M,1,Graduate,Unknown,$40K - $60K,Silver,1,20231,977,1215,0.048
719443683,50,M,1,Unknown,Single,$120K +,Blue,2,27512,2137,1149,0.078
715449333,55,F,3,Unknown,Married,$40K - $60K,Blue,2,1929,1540,2354,0.798
717998058,26,M,0,Graduate,Single,Less than $40K,Blue,3,2585,2019,2644,0.781
779610033,58,M,1,College,Married,$80K - $120K,Blue,3,12151,1799,918,0.148
827332983,46,M,3,High School,Single,$80K - $120K,Gold,2,34516,2113,1362,0.061
721183983,48,M,4,High School,Married,$120K +,Blue,3,34516,1013,1222,0.029
718426533,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,1,5504,0,1364,0
710698233,37,M,4,Graduate,Married,$80K - $120K,Blue,1,10021,1203,1463,0.12
780253533,63,F,0,Unknown,Married,Less than $40K,Blue,3,3558,2318,1631,0.651
793581933,50,M,3,High School,Single,$40K - $60K,Silver,3,19853,1513,1878,0.076
719229708,41,F,1,High School,Single,$40K - $60K,Blue,3,4969,838,1489,0.169
715158483,48,F,3,Graduate,Divorced,Less than $40K,Blue,2,3117,1603,1437,0.514
809296308,46,M,2,College,Single,$80K - $120K,Blue,2,21526,2332,1313,0.108
778176108,61,M,0,High School,Single,$60K - $80K,Blue,2,5504,1412,1290,0.257
796532958,59,F,0,Unknown,Married,Less than $40K,Blue,3,5512,1124,1975,0.204
709345008,53,F,2,Doctorate,Married,Unknown,Blue,2,1438.3,0,807,0
717049533,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,3,7262,1466,1438,0.202
719366358,51,M,3,High School,Married,$120K +,Blue,3,7319,1692,1233,0.231
721417233,45,M,2,Graduate,Married,$60K - $80K,Blue,5,1438.3,0,709,0
711622683,48,M,4,Unknown,Single,$60K - $80K,Blue,3,7712,1387,1597,0.18
714578283,47,M,1,Graduate,Married,$60K - $80K,Blue,3,2053,0,1283,0
769574883,41,M,2,High School,Married,$40K - $60K,Blue,1,12804,2517,1101,0.197
717643608,48,M,4,College,Married,$80K - $120K,Blue,3,26443,1601,1593,0.061
709198158,50,F,4,Graduate,Single,Less than $40K,Blue,2,3125,1928,1631,0.617
712419708,56,F,2,Post-Graduate,Married,Less than $40K,Blue,1,4930,2259,2194,0.458
709103358,39,F,2,College,Single,Less than $40K,Blue,3,9476,0,1128,0
716966808,47,M,1,Graduate,Married,$80K - $120K,Blue,3,11722,1667,1497,0.142
772264383,44,M,2,Graduate,Single,$120K +,Blue,1,13301,0,1385,0
721057758,61,F,1,Unknown,Married,Unknown,Blue,2,1438.3,0,1449,0
769137108,43,F,2,Post-Graduate,Married,Less than $40K,Blue,3,1438.3,0,974,0
717640083,59,M,1,High School,Married,$60K - $80K,Blue,2,6705,0,731,0
716445783,42,F,2,Uneducated,Married,Unknown,Blue,2,22718,0,1191,0
708579633,40,M,4,Unknown,Divorced,$40K - $60K,Gold,2,23981,1788,1421,0.075
718715583,65,M,2,Unknown,Married,Less than $40K,Blue,2,2318,1010,1256,0.436
778686408,48,M,1,College,Married,$60K - $80K,Blue,3,19324,1040,1744,0.054
715015683,44,M,2,Graduate,Single,$40K - $60K,Blue,3,5331,1993,1766,0.374
805254708,36,F,4,Unknown,Married,Unknown,Blue,2,15700,1276,2229,0.081
710462433,45,M,4,Graduate,Single,$60K - $80K,Blue,2,17625,894,1773,0.051
721342383,39,M,2,Graduate,Married,$80K - $120K,Blue,3,17438,0,1860,0
720179883,40,M,4,College,Unknown,$80K - $120K,Blue,3,1962,0,1179,0
794977533,62,M,0,High School,Married,$60K - $80K,Blue,3,8077,0,906,0
779445108,26,M,0,Graduate,Single,$40K - $60K,Blue,1,3290,1616,2781,0.491
718193958,60,M,0,Uneducated,Single,Less than $40K,Blue,3,2402,1728,1650,0.719
710955633,54,F,3,Doctorate,Single,Less than $40K,Blue,1,9256,1999,1446,0.216
716149383,62,M,0,Graduate,Married,$60K - $80K,Blue,3,3674,895,1703,0.244
752604633,57,M,2,College,Married,$40K - $60K,Blue,5,6462,0,761,0
713889933,59,M,0,Graduate,Single,$40K - $60K,Blue,2,1638,0,1536,0
709446783,46,M,4,Graduate,Single,$60K - $80K,Blue,3,4335,2480,1373,0.572
789115833,44,M,4,High School,Single,$60K - $80K,Blue,3,3233,1034,1256,0.32
711242058,48,M,4,Unknown,Single,$80K - $120K,Blue,3,11862,2517,643,0.212
787623858,43,M,2,Uneducated,Divorced,$120K +,Silver,2,34516,1938,1215,0.056
709040508,57,M,4,Uneducated,Married,$120K +,Blue,6,19802,1961,2244,0.099
708864708,46,M,3,College,Unknown,$80K - $120K,Blue,2,24869,1729,1409,0.07
717758583,40,M,3,High School,Unknown,$60K - $80K,Blue,2,3624,1975,1469,0.545
715416633,54,M,1,Unknown,Married,$80K - $120K,Blue,1,6175,960,1847,0.155
717956283,57,F,1,Graduate,Single,$40K - $60K,Blue,1,10953,1945,1277,0.178
721379433,44,M,4,Graduate,Married,$60K - $80K,Blue,2,11338,0,1227,0
712027683,47,F,2,Doctorate,Married,Less than $40K,Blue,2,5544,1184,1336,0.214
716027208,47,M,4,Doctorate,Married,$60K - $80K,Blue,1,19665,706,1110,0.036
720475233,50,F,2,High School,Married,Less than $40K,Blue,2,2927,1412,1474,0.482
712275108,53,F,3,College,Married,$40K - $60K,Blue,3,5146,1618,1955,0.314
718121658,56,M,1,College,Married,$60K - $80K,Blue,3,1704,0,660,0
711593808,55,M,1,High School,Married,$60K - $80K,Blue,2,1438.3,0,888,0
716222808,53,F,4,High School,Married,Less than $40K,Blue,1,2974,1170,1785,0.393
718731183,61,M,1,Unknown,Married,$40K - $60K,Blue,2,5472,788,705,0.144
788779008,57,M,2,High School,Married,$60K - $80K,Blue,1,2736,1822,1211,0.666
710404533,50,M,2,Graduate,Married,$80K - $120K,Blue,2,1438.3,862,1391,0.599
711173058,56,F,2,Unknown,Married,Unknown,Blue,3,5406,1782,1407,0.33
715383108,52,M,2,Graduate,Single,$120K +,Blue,1,34516,2174,1616,0.063
711697158,60,M,0,Graduate,Married,Less than $40K,Blue,2,1976,1311,1498,0.663
709186983,49,M,4,Uneducated,Married,$80K - $120K,Blue,1,8714,2252,1536,0.258
808964433,46,F,4,Doctorate,Divorced,Less than $40K,Blue,1,8693,1378,1594,0.159
711948333,42,M,1,Uneducated,Married,$80K - $120K,Blue,1,9247,710,1190,0.077
710541858,45,M,3,High School,Married,Less than $40K,Blue,5,7717,1430,1248,0.185
713865333,45,F,4,Uneducated,Married,Less than $40K,Blue,4,4908,0,827,0
797707008,44,F,3,Doctorate,Married,Less than $40K,Blue,1,7222,0,920,0
713490483,61,M,0,Uneducated,Single,$80K - $120K,Blue,2,21740,0,1755,0
720370533,55,M,3,Uneducated,Married,$60K - $80K,Blue,2,2323,0,804,0
